Target	TCGA_E2_A10E_01A_21R_A10J_07	TCGA_D8_A1JB_01A_11R_A13Q_07	TCGA_AR_A5QN_01A_12R_A28M_07	TCGA_LL_A50Y_01A_11R_A266_07	TCGA_B6_A0I5_01A_11R_A034_07	TCGA_D8_A141_01A_11R_A115_07	TCGA_E2_A14Q_01A_11R_A12D_07	TCGA_B6_A0I8_01A_11R_A034_07	TCGA_AC_A3HN_01A_11R_A213_07	TCGA_A2_A04V_01A_21R_A034_07	TCGA_A2_A1FW_01A_11R_A13Q_07	TCGA_C8_A12U_01A_11R_A115_07	TCGA_EW_A1PC_01B_11R_A21T_07	TCGA_5T_A9QA_01A_11R_A41B_07	TCGA_AN_A0AJ_01A_11R_A00Z_07	TCGA_A2_A04R_01A_41R_A109_07	TCGA_AR_A0TV_01A_21R_A084_07	TCGA_A8_A09R_01A_11R_A00Z_07	TCGA_E2_A1L7_01A_11R_A144_07	TCGA_BH_A42T_01A_11R_A24H_07
CLK4	10.29806257	10.52649924	10.01262454	9.920352855	10.21916852	10.35974956	9.758223215	9.818582177	10.83447105	10.59058705	10.20823436	9.87036472	9.902375114	10.17741954	10.2911707	10.06474276	9.577428828	9.911391988	9.445014846	10.1382718
PCDHB15	6.087462841	6.339850003	6.584962501	4.754887502	6.303780748	6.727920455	6.339850003	6.658211483	6.339850003	6.672425342	6.741466986	6.189824559	5	3	7.651051691	7.417852515	5.044394119	6.169925001	5.357552005	6.06608919
HAVCR1	1.584962501	2.321928095	1	0	1	2.584962501	1	1.584962501	2.584962501	2	0	1	1.584962501	0	4.392317423	0	1.584962501	2.584962501	2	2.321928095
GRM6	2.807354922	3.584962501	4.64385619	3.321928095	3.807354922	4.459431619	3.321928095	3.321928095	4.392317423	3.807354922	2.321928095	2.321928095	4.169925001	4.321928095	4.087462841	1	2.807354922	3.807354922	0	6.303780748
ITK	7.491853096	10.01262454	8.836050355	5.95419631	6.832890014	10.19967234	8.784634846	3.807354922	7.988684687	6.584962501	8.515699838	8.636624621	5.882643049	4.169925001	9.221587121	5.700439718	9.038918989	7.876516947	9.782998209	6.768184325
RNF130	11.67419227	11.95128471	11.70303839	12.027906	11.8963324	11.68999797	11.67021364	11.79197682	11.93110683	11.49934763	10.97871046	11.83091128	12.29605584	9.891783703	12.06777046	10.77396337	12.06373212	11.39713981	11.45172627	11.92814822
THG1L	9.324180547	8.768184325	8.84862294	9.346513733	10.55170826	9.724513853	9.350939182	9.733015322	9.335390355	9.856425529	9.4325419	9.5980525	9.54689446	8.857980995	10.08214904	9.257387843	8.388017285	9.457380879	9.691743519	10.36850646
ARSB	9.693486957	9.603626345	9.216745858	8.8008999	9.529430554	11.17679648	9.14974712	8.924812504	10.2737956	10.08878824	10.13699111	9.147204925	9.087462841	8.842350343	9.586839788	9.903881846	9.257387843	10.56033283	10.34983409	9.440869168
CLINT1	12.32671036	12.31741261	12.38828642	11.15038197	11.00140819	11.88683971	11.62342429	13.07981809	12.51496056	11.53818893	12.50407411	12.3586512	12.38909352	10.62113611	12.52991853	12.49959678	11.64700864	12.68584381	11.82257083	11.71123677
THBS4	8.098032083	11.99045857	11.92444139	9.082149041	9.28077077	12.80170836	10.46862404	11.25266543	11.24198315	10.36850646	12.04336911	7.592457037	5.426264755	4	6.977279923	10.15860969	7.851749041	9.622051819	8.836050355	11.76735685
CNOT6	12.33594857	12.30748545	11.30720081	11.29920802	11.39231742	11.76362735	11.58777752	11.79441587	11.55314928	12.18982456	12.60478486	11.88874325	12.34401844	11.49034951	12.81698362	11.59712143	10.72024426	11.57364719	12.5533893	11.54496443
IL12B	3.459431619	5.169925001	3.321928095	0	3.807354922	6.554588852	4.584962501	0	3.584962501	2.321928095	3.321928095	5.247927513	2	0	4	2.584962501	4.64385619	4.169925001	4.584962501	5
BTNL8	1.584962501	2.807354922	3	3.459431619	0	2	0	1	2.321928095	0	1.584962501	0	7	4.584962501	2.321928095	0	2.321928095	3	2.321928095	2.321928095
TTC1	11.40301202	11.21310422	11.21916852	12.20242997	11.79197682	11.32080055	11.38262403	10.92703717	11.37177664	11.53770375	10.83999107	11.7077905	11.73301532	10.16741815	11.87574935	11.10394343	10.509775	11.41837972	11.25266543	11.67330908
MSH3	11.1711768	10.43879185	10.22761594	9.808964175	9.932214752	10.11113567	10.26209485	10.70217269	10.7548875	10.27496047	10.47269084	10.50680344	10.51274046	9.839203788	10.4252159	10.65015421	9.509775004	11.0409746	10.69087101	9.984418459
RASGRF2	9.30833903	9.002815016	9.385862401	8.511752654	8.707359132	11.26795708	8.942514505	8.744833837	10.18115226	9.337621902	8.909893084	7.87036472	8.396604781	6.044394119	8.271463028	8.696967526	7.754887502	10.3376219	8.189824559	8.375039431
GABRG2	0	0	0	2.807354922	0	1	0	1	0	0	0	0	1.584962501	0	0	0	0	0	2	0
CCNG1	12.08646799	12.52110964	11.83011903	11.50531536	12.24108938	12.04336911	12.76590764	10.70822173	12.46887855	12.55506839	12.32220984	11.92851838	11.42836017	10.51766939	12.605711	11.88988417	10.43879185	11.73259144	11.93369065	10.94909716
POLR3G	6.459431619	7.055282436	6.714245518	6.894817763	7.62935662	6.781359714	7.303780748	7.876516947	6.754887502	7.523561956	5.832890014	7.491853096	8.832890014	6.807354922	7.826548487	7.906890596	6.266786541	7.139551352	7.523561956	8.118941073
DROSHA	11.88760142	11.8008999	11.3586512	10.86186234	11.22701419	11.65418847	11.67683861	11.67286728	11.70347105	11.65284497	12.01192607	11.85252951	13.35700209	11.40087944	12.09836113	12.04644195	12.54906266	12.01436924	12.08878824	11.85018684
CDH6	8.285402219	7.721099189	8.224001674	7.658211483	8.266786541	8.194756854	7.936637939	8.30833903	8.527477006	8.584962501	6.658211483	6.845490051	6.392317423	7.912889336	7.098032083	8.044394119	6.977279923	8.144658243	7.276124405	7.076815597
LMNB1	11.3392933	9.911391988	10.06877828	10.54303182	11.32474311	11.00281502	11.28828934	10.24079133	10.857981	11.97799537	12.31826034	13.04984855	13.35121532	11.82456103	13.59735425	12.35947505	11.39660478	10.95201316	14.25037245	12.29232163
ARRDC3	12.32220984	12.96668569	10.54592977	9.97441459	10.61746747	12.43593065	11.86611979	11.71896091	12.63888838	11.45891921	13.52747701	11.12023788	11.33706434	9.888743249	11.40354468	11.5112585	11.00140819	10.51865316	12.69805348	10.01122726
GOLPH3	13.1361901	13.2316712	13.44617867	12.22911922	12.8153833	12.72749507	13.08198267	13.21947107	12.98992663	13.23451809	12.6259371	12.81257844	13.8754614	13.27743271	13.28727951	12.72940832	13.92239857	12.65798828	13.006852	12.27000325
SUB1	12.87190524	13.22761594	15.26524876	14.98877343	13.11227659	12.53454607	14.55686525	12.16427844	13.22821744	12.67904019	12.62730588	15.11792713	14.23234597	12.66954946	13.50320461	14.20564054	13.0617087	12.87958325	13.16976845	12.8181827
NPR3	8.64385619	7.266786541	7.942514505	6.459431619	6.794415866	8.214319121	7.754887502	7.417852515	8.426264755	8.50779464	7.768184325	5.554588852	9.46760555	7.442943496	10.27146303	8.422064766	4.906890596	7.169925001	9.278449458	8.842350343
FAM172A	10.64205169	10.70476824	10.08878824	10.1382718	10.29462075	10.59991284	10.66266838	10.34762137	10.63481105	10.48784003	11.13185696	9.990103964	10.51766939	9.569855608	10.76155123	10.22520744	9.808964175	10.92925841	10.27496047	10.50382574
SLC27A6	5	8.357552005	6.14974712	2	5.491853096	4.754887502	8.294620749	4.392317423	5.64385619	6.266786541	6.62935662	2.321928095	6.375039431	8.396604781	6.375039431	5.95419631	0	4.087462841	5.169925001	4.807354922
TARS1	12.15386866	11.99152185	12.45943162	11.66755511	11.84392105	12.28742381	11.86418614	11.40620501	12.01785233	11.99541385	12.46326892	12.26091953	13.82952455	13.22761594	12.95110255	12.37639675	13.75645208	12.59618976	12.79907921	12.11178774
IRX4	4.807354922	7.851749041	7.882643049	9.184875343	8.988684687	3.906890596	6.169925001	5.491853096	6.321928095	0	5.321928095	0	9.5980525	8.049848549	1	5.129283017	1.584962501	3.459431619	3.169925001	6.845490051
LNPEP	12.32727194	12.18611424	11.8963324	11.85408918	11.25561875	12.64858228	12.21067134	12.42992974	12.91606605	13.1361901	12.49710336	11.56652978	11.44914865	11.13570929	12.11699368	12.42127591	11.52454172	12.66111003	11.84588203	11.13314221
PDE4D	10.16113188	8.77807713	8.409390936	7.64385619	7.900866808	9.588714636	7.693486957	8.523561956	9.932214752	8.299208018	10.06204614	7.781359714	8.459431619	6.459431619	8.82336724	8.339850003	7.375039431	8.388017285	11.41415668	7.129283017
RAD1	11.13185696	10.95201316	10.72280753	10.75321675	9.932214752	10.13570929	10.57364719	10.61746747	10.74399286	10.82892983	11.23242093	11.21977355	12.39981196	11.38370429	11.74819285	11.02997735	11.66799854	10.93663794	11.3777528	10.81618368
BRIX1	10.43358544	10.46760555	10.6110248	10.82972274	11.23002044	10.19475685	10.45224124	10.32867493	10.35424938	10.95927751	10.74651432	11.56843119	12.09539702	11.26678654	11.64880695	10.67683861	11.36850646	10.4325419	11.28886607	10.73301532
AGXT2	5.930737338	2.807354922	4.700439718	2	1	6.539158811	2.321928095	1.584962501	3.321928095	5.832890014	7.169925001	0	2.321928095	3.321928095	5.426264755	5.754887502	2.321928095	6.942514505	4.807354922	2
PRLR	14.17664067	13.84803604	13.72802678	12.89689998	12.57908018	14.70054809	13.73566179	13.63888838	13.42626475	14.65032253	15.12496942	13.54930337	12.80715364	13.04046097	13.26047854	13.21264837	13.39178061	14.79395886	15.69696753	12.66733334
SLC12A7	11.92703717	11.75780667	12.47978026	12.29347165	12.18611424	12.90914305	11.98085361	12.97584797	12.71746223	11.94104761	12.66155544	11.37937837	13.95746485	11.47522678	12.6891244	11.90086681	12.66222331	13.93691394	13.28857774	13.13522831
IL4	1.584962501	0	1	4.087462841	1	1	0	0	1	2.584962501	3	0	0	2.584962501	2	1.584962501	1	1.584962501	1.584962501	1
RAD50	7.562242424	6.523561956	7.754887502	6.614709844	6.658211483	7.321928095	7.285402219	7.882643049	8.071462363	7.055282436	8.426264755	7.209453366	7.257387843	6.918863237	7.303780748	7.888743249	5.426264755	8.661778098	7.330916878	6.894817763
IL5	1.584962501	0	0	0	1	3.459431619	2.584962501	2	2.321928095	1.584962501	1	3.700439718	1	0	0	1.584962501	1	1	0	1
ST8SIA4	9.216745858	10.37286506	8.787902559	9.06608919	9.2644426	10.54303182	8.082149041	8.861086906	9.854868383	9.4325419	8.588714636	8.876516947	7.965784285	7.707359132	9.548821908	9.754887502	9.445014846	10.06204614	9.736401931	8.839203788
GNPDA1	11.5980525	11.31571566	10.63026713	11.65105169	12.0261776	11.46709603	11.08547246	11.37883671	11.42574042	11.72706956	11.34318572	12.0950673	12.52674374	11.13699111	12.04882741	11.61976146	11.26561505	11.78586111	11.52061868	11.99258434
PCDH12	9.836050355	9.702172685	9.923327485	10.26091953	9.733015322	10.67419227	9.746514321	10.40194612	11.06204614	10.58402294	9.324180547	9.197216693	8.6794801	9.475733431	9.184875343	10.15987134	9.612868497	9.970105891	9.204571144	10.01680829
SKP1	13.86176543	13.38640142	13.50320461	14.15157156	13.02565867	13.06474276	13.8754614	13.20472396	13.58108286	13.63378991	13.2812056	13.86069903	13.35837648	13.49498055	13.84803604	13.73566179	12.72834571	13.76994113	14.00939126	13.70584834
NUP155	11.41732512	11.50878516	10.93516505	10.54303182	10.5526691	11.18549492	11.14082977	11.55794229	11.59851781	10.57742883	11.98868469	11.85486838	13.06978539	11.49585503	12.54448152	11.37177664	12.39794197	12.09638573	12.26385602	11.2737956
PPP2CA	13.27873983	12.46122363	12.91401133	13.05035885	13.24153633	12.62342429	13.45198378	12.35342254	12.98619759	13.41243753	12.52601011	13.19675579	13.11926538	13.17882044	13.56188457	13.20120501	12.45249866	13.0869655	13.46058388	13.01367161
FGF1	9.392317423	10.87881728	8.339850003	9.497851837	9.505811554	10.71681946	10.48179943	8.459431619	9.517669388	9.221587121	8.912889336	6.426264755	8.495855027	6	7.900866808	9.824958741	7.06608919	9.411510988	8.495855027	7.781359714
NR3C1	12.28511319	12.74020239	11.10983065	10.75321675	10.53527538	11.77766628	11.14402087	11.54206454	12.54834029	10.75822321	11.78299821	10.74903138	10.59898297	10.39016896	10.39231742	11.11504365	10.28308835	11.31910758	11.13057056	11.38801729
C5orf15	12.62182295	12.13249973	12.36413466	12.25827158	11.34096276	12.19352536	12.34845154	11.94982671	12.61079417	12.18704271	12.59618976	12.34124082	11.66266838	11.99010396	12.87958325	12.29863541	11.02306125	12.56534013	12.39660478	12.17835362
PPWD1	10.08480839	10.18982456	10.39339046	9.987264012	9.511752654	10.31854281	10.01820018	10.033423	10.52258153	10.08214904	11.41468524	10.36084708	10.67595703	10.22761594	10.64385619	10.08347933	9.379378367	10.28771238	9.388017285	10.22400167
LIFR	11.18735207	12.18766137	11.3586512	9.142107057	9.055282436	9.955649908	12.05765334	10.00140819	11.87421293	9.84862294	12.64498286	10.68737568	11.268542	6.087462841	10.78626963	11.18797059	9.319672121	11.36686859	9.599912842	8.933690655
TRIM23	10.16741815	9.741466986	9.722807531	9.002815016	8.820178962	9.509775004	9.394462695	10.10721708	9.988684687	9.638435914	11.97118427	9.749869427	9.842350343	9.370687407	10.73047014	10.50481899	9.025139562	10.68999797	8.839203788	9.405141463
TRAPPC13	10.64385619	10.07414146	10.51175265	10.15228484	9.407267764	9.900866808	10.21310422	9.981567282	10.40726776	9.859534786	12.30862345	10.99647349	10.14465824	10.32755264	10.40087944	10.54785851	9.501837185	10.82654849	9.157346935	9.958552715
C9	0	1	0	0	0	1	0	2	0	0	0	1	2.584962501	0	0	1	0	1	0	1
SEC24A	11.79075575	11.24733418	11.33315535	10.20212382	9.957102042	11.27146303	10.88874325	11.76652891	11.44708323	10.11634396	12.22430321	11.25325658	11.03686045	11.03204573	11.45172627	11.2137118	10.29576893	11.98619759	11.12412131	10.12412131
TXNDC15	11.90312868	11.30549179	11.57601187	11.47167521	11.45891921	11.67991988	11.61240779	11.3426303	12.2997804	11.46658634	11.16490693	11.54061241	11.72024426	11.81658371	11.59758704	11.97799537	11.5112585	11.56985561	12.04950825	11.63344937
TTC33	9.422064766	10.06204614	9.121533517	8.535275377	9.167418146	9.124121312	9.197216693	8.980139578	9.445014846	9.144658243	9.842350343	9.087462841	10.09011242	9.661778098	9.636624621	10.28655776	10.17741954	9.531381461	9.245552706	8.73470962
RARS1	11.91251514	12.34789814	11.60917874	12.08414401	11.66888498	11.84313591	12.12670447	11.73301532	12.00527366	11.85057755	11.72195361	12.38613194	12.33259606	11.21977355	12.16584915	11.94434603	11.23541594	11.93774162	11.54061241	11.57506646
WWC1	11.72067179	12.34124082	11.92184094	11.2848241	12.1424262	12.05086896	11.95346896	11.96253456	12.277578	11.55937709	10.96144969	11.79360331	11.46658634	10.05528244	11.34096276	11.78626963	10.82495874	12.47091303	11.79522797	11.66088727
MACROH2A1	13.22761594	12.46071185	13.34540525	13.44759986	13.75843144	13.14593215	14.40480895	13.09819661	13.46058388	13.60547952	12.96470186	13.92128309	13.87123146	13.50021946	14.07397416	13.41798433	12.92851838	13.77375737	14.78887124	14.31039977
TCERG1	11.50034397	11.33594857	11.65821148	10.32530546	11.46709603	11.41151099	11.1176431	11.11048331	11.509775	11.65865779	11.81418188	11.52943055	11.96325736	10.32418055	12.07948478	11.82097669	10.66444728	11.65418847	11.60130653	11.49335512
DPYSL3	12.574357	12.74483384	12.95655766	11.87651695	12.86302471	14.92958205	12.31854281	12.36249181	13.76611476	13.45776561	11.93332182	10.72962074	12.27844946	9.13442632	12.75572215	12.70973004	11.17492568	13.38235383	13.13522831	12.25709314
SMAD5	12.35066299	12.18951573	11.69870467	10.93884446	11.37666806	11.86457308	11.97441459	12.18889787	12.06978539	12.09638573	12.57080444	11.45069577	11.77025093	11.08746284	12.57175264	12.5112585	11.16616308	12.42127591	11.78912605	11.50481899
CSNK1A1	13.2812056	12.87958325	13.11276528	11.34872815	10.29806257	12.57790084	12.35424938	12.77971936	13.26532202	11.71639079	13.12928302	12.24940979	12.4478581	12.42311591	13.45198378	12.44138803	11.81658371	13.17539361	12.30663136	12.21462269
HMGXB3	11.55650605	11.70347105	12.03823313	11.63072216	11.66711154	12.21947107	11.45069577	12.2485206	12.33427329	12.00176003	11.71596199	11.68999797	11.80332392	11.65239686	12.07380685	11.87651695	10.69174352	12.25000227	11.34040649	12.17086395
ERGIC1	14.83540897	14.73872562	13.63719089	13.87334798	13.79938282	14.0870484	14.38734423	14.92958205	14.25340433	14.09490241	15.72093893	14.15987134	14.32326591	14.73391567	15.19641002	14.6111401	17.0919725	13.91690578	13.64239021	13.92128309
PDGFRB	13.31854281	12.9987667	13.36358725	12.10197567	12.85545251	14.67297774	12.98797452	13.39312227	14.64588355	13.55242895	12.82117606	11.73851453	12.87805091	10.98655315	12.78012962	13.63719089	11.83565569	13.99028128	12.82853321	12.88607758
CDX1	4.169925001	2.321928095	3.459431619	3.459431619	5.129283017	5.523561956	3.459431619	4.392317423	5.491853096	4.857980995	3.169925001	2.807354922	3.700439718	8.06608919	3.169925001	5.129283017	4.087462841	4.247927513	5.285402219	3
ATP6V0E1	13.20350095	14.17664067	13.14274528	13.80140524	13.62216624	12.86263736	13.40407714	13.34872815	13.25930192	13.46492858	12.84431346	13.57471178	12.85096815	12.81858218	12.92666663	12.97297979	14.88388424	13.13522831	12.25029842	13.27626983
BNIP1	9.405141463	9.142107057	8.689997971	10.09934781	9.612868497	8.62935662	9.11113567	8.939579214	9.01402047	9.030667136	9.449148645	9.84862294	9.348728154	10.42101286	9.550746785	9.436711542	10.82177398	9.187352073	8.816983623	9.799281622
STC2	14.36700515	12.72940832	13.92128309	14.36016123	11.65463603	15.28929847	13.49122679	11.42888355	14.81443226	17.25085354	10.99788513	10.29347165	10.90388185	12.69174352	13.97611657	14.76854619	13.70768267	14.13506795	8.73470962	16.21890374
CPEB4	12.0175044	11.89860139	12.02997735	10.00702727	10.74483384	11.17866485	11.46607646	11.96361862	11.62250945	10.59245704	12.14593215	10.54303182	10.63208641	10.05934446	11.14847658	12.75258972	12.66111003	12.90726625	11.25502857	10.99223026
HRH2	8.658211483	7.54689446	7.787902559	6.918863237	6.247927513	7.857980995	8.951284715	6.209453366	7.960001932	7.189824559	7.417852515	8.005624549	6.523561956	6.247927513	7.888743249	6.022367813	7.475733431	8.174925683	8.005624549	9.609178738
DBN1	13.12023788	11.49034951	12.34679072	13.09110476	12.34679072	12.67749943	12.1411492	11.47978026	12.93258387	12.59198977	12.15228484	13.19229281	13.5258878	12.86766485	13.19737029	11.74945047	10.58120058	12.28453495	12.48834228	13.59082093
ZNF346	9.87958325	10.6411486	9.419960178	10.07146236	9.45532722	9.77478706	9.271463028	10.43045255	10.38370429	10.05663772	10.76570049	9.909893084	10.08878824	10.1382718	10.15987134	9.612868497	10.16741815	9.663558104	10.25266543	9.84862294
UNC5A	11.03617361	6.672425342	7.614709844	8.985841937	7.118941073	8.603626345	4.906890596	5.426264755	8.951284715	5.087462841	6.375039431	9.583082768	5.247927513	7.06608919	8.038918989	4.95419631	10.77396337	7.392317423	11.79522797	7.339850003
EHHADH	9.266786541	8.948367232	7.820178962	8.103287808	8.071462363	8.422064766	9.964340868	8.361943774	8.804131021	8.353146825	7.599912842	7.761551232	10.48582931	9.627533884	8.741466986	8.54689446	8.851749041	8.751544059	7.857980995	9.756556323
CNTN3	8.50779464	6.06608919	4.95419631	2	6.845490051	6.554588852	5.977279923	9.77148947	7.189824559	7.982993575	8.17990909	3.169925001	7.348728154	0	7.303780748	5.977279923	4	6.569855608	6.741466986	7.46760555
SMC4	11.91438513	10.34983409	10.90388185	8.082149041	9.517669388	11.04371086	11.31174832	10.90914305	11.20518233	11.06944977	11.97046544	11.79806672	13.94141447	10.75739001	12.92128309	12.12476754	12.42153891	11.91475884	13.30520676	11.97763769
SELENOK	10.72366094	10.87036472	10.93810933	11.33315535	11.63254088	10.38370429	11.04712391	10.66799854	10.44708323	11.13314221	10.25266543	11.46760555	11.16113188	11.64790807	10.74735383	12.04028972	11.66799854	10.65463603	11.33650656	10.62388149
ACTR8	10.32305476	9.850186838	10.35645197	10.4918531	10.027906	10.15228484	10.56224242	9.797661526	10.52356196	10.78626963	10.86495992	10.4807902	10.09539702	10.52061868	10.22158712	10.88417052	10.94909716	11.10197567	10.25148241	9.169925001
TBCCD1	9.415741768	9.491853096	9.147204925	8.487840034	8.348728154	9.409390936	9.233619677	9.592457037	9.108524457	9.126704473	9.124121312	9.749869427	10.74399286	9.569855608	9.517669388	9.449148645	9.459431619	9.445014846	9.461479447	9.603626345
TIMMDC1	11.21127995	11.62388149	11.86495992	11.96506276	11.6379833	11.17990909	11.46505617	10.90312868	11.14402087	11.72238064	10.50581155	12.2737956	12.64363075	11.72408746	11.62935662	11.46199095	11.95564991	11.48934624	11.06406908	12.05663772
CRBN	10.80332392	11.18177344	10.83447105	10.23361968	10.50382574	10.41996018	10.94909716	10.72024426	10.72195361	10.98797452	10.98299357	10.49884921	10.57080444	10.45943162	10.54882191	10.95128471	10.69957245	10.857981	11.00281502	9.753216749
KNG1	0	2.584962501	3.459431619	0	0	1	0	0	1.584962501	0	0	2	0	1.584962501	1.584962501	0	1	1.584962501	1.584962501	1.584962501
HRG	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	2	0
BCL6	10.72877085	10.83841608	10.73809226	10.04575966	10.88417052	11.51963625	11.17990909	12.34623669	11.55698496	11.13121391	11.14720492	10.87421293	9.840777924	9.871905238	11.21613956	11.00140819	11.23002044	11.11958962	10.83130724	12.7534257
HGD	9.041659152	9.724513853	7.383704292	12.19105921	7.73470962	8.011227255	6.426264755	4.392317423	10.32080055	4.700439718	6.50779464	8.936637939	9.375039431	9.541096615	9.436711542	5.95419631	3.459431619	6.672425342	9.057991723	8.933690655
CLDN16	1.584962501	4.392317423	2.321928095	2.321928095	1	3.807354922	2.321928095	1.584962501	3.700439718	1	2.584962501	0	1	0	1.584962501	0	0	2.321928095	1.584962501	1
ARL6	8.573647187	9.182394353	8.636624621	8.214319121	8.50779464	8.28077077	7.864186145	8.527477006	8.379378367	8.554588852	7.247927513	9.453270634	9.729620744	8.569855608	9.353146825	8.942514505	9.236014192	8.933690655	8.479780264	8.357552005
NPHP3	8.539158811	8.252665432	7.906890596	8.864186145	7.87036472	8.204571144	8.169925001	7.577428828	8.17990909	8.794415866	8.668884984	7.62935662	8.6794801	8.584962501	8.28077077	8.447083226	8.14974712	7.303780748	8.50779464	8.787902559
CD86	8.912889336	9.768184325	8.794415866	9.656424863	8.64385619	10.2227949	7.761551232	8.082149041	9.299208018	9.353146825	8.744833837	9.301496195	7.894817763	9.108524457	10.169925	7.826548487	9.74819285	9.93516505	9.631177056	9.63481105
AMOTL2	12.08015131	11.23242093	12.62113611	10.03479896	11.15987134	11.34928123	11.87881728	11.5112585	12.60917874	11.60177079	10.24198315	9.603626345	12.80231441	11.59944798	11.81257844	11.45789384	10.59618976	11.28308835	10.75739001	12.69501074
NIT2	11.68211676	11.80170836	11.40247917	12.46811489	11.83999107	11.08081753	11.29232163	11.58120058	10.98441846	11.48984796	11.30606169	12.56176526	12.86862967	11.70563239	11.38478375	11.50828999	12.21522963	11.34485068	10.98726401	11.95237725
FAM162A	12.29203399	10.93073734	12.01924322	13.00790327	12.64205169	10.86727874	12.47370575	9.968666793	12.00105627	12.04780555	9.375039431	11.09934781	12.34734454	12.03514275	11.70649602	11.22641219	11.64610864	11.22400167	10.51668495	11.66799854
OGG1	9.271463028	9.523561956	9.539158811	10.36741475	9.37721053	9.586839788	9.541096615	10.18982456	9.48984796	10.2179577	10.18487534	10.06204614	9.952741247	10.26209485	9.787902559	9.733015322	10.44914865	9.560332834	10.27612441	9.517669388
KPNA1	11.34485068	11.57648435	11.15101654	10.66266838	10.73216743	11.12282799	11.22339841	10.80735492	11.06069593	11.15228484	11.34151882	11.40620501	11.95710204	11.24970606	11.90501086	11.4419067	11.33873638	11.83605036	11.23840474	10.94178124
PCCB	11.97763769	10.95274125	11.72579227	12.41758884	11.78667803	11.57601187	11.70649602	11.27204652	11.36029843	11.01959073	10.3553511	12.76507886	12.92573986	12.62182295	11.81418188	11.35369821	11.77602172	11.50133962	10.9432474	11.37014248
UBE3A	13.14433959	12.70433597	12.21431912	11.89481776	12.27233818	12.51249357	12.73935871	12.12023788	12.28857774	12.77889848	13.14815877	11.69217958	11.02444712	11.7026056	11.98868469	12.60269887	12.53381639	12.51643873	11.88455213	12.06440596
ARMC8	11.08878824	11.47319838	11.24911345	10.6329952	10.37612539	10.6926155	11.17554955	10.74903138	10.87728413	11.06541613	11.12088584	10.96072599	12.20914871	10.87190524	11.48179943	11.34040649	10.96722626	11.3392933	11.26150731	11.22037833
CEP70	10.45018025	10.3140167	10.01959073	10.01959073	9.47370575	9.573647187	10.59339112	8.758223215	9.645658432	10.19352536	9.948367232	10.32979634	11.94471206	10.4325419	10.14082977	10.64024494	10.70390357	9.567956075	11.14465824	10.63571812
RBP2	3.321928095	3.169925001	3	0	5.044394119	3	4.247927513	3.459431619	1.584962501	3.700439718	3.321928095	2.321928095	4	3.807354922	2.807354922	3.700439718	3.906890596	3	0	5.672425342
RBP1	9.529430554	10.55937709	8.668884984	9.573647187	9.888743249	8.290018847	9.403012024	8.027905997	9.221587121	11.17990909	8.370687407	6.894817763	10.03066714	7.06608919	8.082149041	10.68387187	8.632995197	9.044394119	11.52405192	14.30071004
SLC25A36	12.09374766	12.29318423	11.98477446	11.21006248	11.38694025	11.70735913	11.59944798	11.28019079	11.86650621	12.37693932	12.52160044	11.6110248	13.30463652	11.48984796	12.48959712	11.70217269	11.31741261	11.73555602	12.0657527	11.87113518
GRK7	2.321928095	2.321928095	2.321928095	0	2	0	2.321928095	2.807354922	1	2.584962501	0	0	2.584962501	0	0	0	2.807354922	1	3	1
RNF7	11.36632221	11.69348696	11.32361776	11.72366094	12.11243951	10.79116289	11.8317031	11.52061868	10.96361862	12.197831	11.08613623	11.65999589	11.81498294	11.9248125	11.34318572	11.29576893	11.77602172	11.1401907	11.33706434	11.64700864
TFDP2	11.75697323	11.63117706	10.84235034	11.22761594	10.50084188	11.26033152	11.52552081	10.96000193	11.53527538	11.25620869	11.3459596	11.11048331	12.52552081	11.25856603	11.52160044	10.80574387	11.92999806	11.62570884	10.62113611	11.87690059
XRN1	11.29863541	11.96470186	11.33985	10.04984855	10.01680829	11.47573343	10.87036472	11.14402087	11.44346161	10.95274125	12.23870328	10.68035952	11.81217731	10.2772874	11.69130733	10.73470962	11.17866485	12.15955603	11.27903014	10.77313921
KAT2B	11.18858885	10.66799854	10.37395266	9.250298418	7.851749041	10.03479896	9.202123824	9.874981348	10.18858885	8.375039431	10.17242751	9.616548844	8.912889336	8.968666793	9.864186145	9.011227255	10.89708913	10.47269084	9.691743519	8.285402219
BCHE	4.459431619	5.321928095	5.754887502	4.700439718	2.321928095	4.906890596	3.584962501	5.491853096	5.491853096	5.554588852	6.044394119	2.321928095	6.06608919	5.459431619	5.169925001	5.044394119	6.62935662	3.807354922	2.321928095	5.554588852
SERPINI2	2.321928095	2.321928095	1.584962501	3	4.754887502	2	1	0	0	0	1	2.321928095	1	1.584962501	5.930737338	0	0	2.807354922	1.584962501	1
PDCD10	11.15418521	11.41098127	10.76901132	10.77148947	9.990103964	11.03204573	10.90011206	11.54785851	10.63208641	10.90989308	10.73047014	11.80009099	12.06204614	11.73640193	11.78504371	11.27204652	11.42678889	11.28944258	11.18673329	11.00772811
LRRC31	10.82972274	5.523561956	2.807354922	9.157346935	7.21916852	6.247927513	6.918863237	8.988684687	8.991521846	1	1	1	9.177419538	9.116343961	4.700439718	4.95419631	0	4.392317423	8.266786541	4.392317423
